Sr. No.,State,District,Policestation,Year,FIR_No.,Registration_Date,Section
206,MAHARASHTRA,THANE CITY,BHOIWADA,2023,27,01-02-2023 19:32,"Maharashtra Darubandi Act, 1979 - 65 (E);"
207,MAHARASHTRA,THANE CITY,BHOIWADA,2023,26,01-02-2023 13:55,Indian Penal Code 180 - 243;
208,MAHARASHTRA,THANE CITY,BHOIWADA,2023,25,01-02-2023 13:41,Indian Penal Code 180 - 243;
209,MAHARASHTRA,THANE CITY,BHOIWADA,2023,24,01-02-2023 06:09,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
210,MAHARASHTRA,THANE CITY,BHOIWADA,2023,23,28-01-2023 04:02,"Indian Penal Code 180 - 323,326,507,507;"
211,MAHARASHTRA,THANE CITY,BHOIWADA,2023,22,27-01-2023 17:54,Indian Penal Code 180 - 373;
212,MAHARASHTRA,THANE CITY,BHOIWADA,2023,21,25-01-2023 20:04,"Indian Penal Code 180 - 37,498 -A;"
213,MAHARASHTRA,THANE CITY,BHOIWADA,2023,20,25-01-2023 17:51,Indian Penal Code 180 - 243;
214,MAHARASHTRA,THANE CITY,BHOIWADA,2023,19,25-01-2023 16:37,Indian Penal Code 180 - 243;
215,MAHARASHTRA,THANE CITY,BHOIWADA,2023,18,25-01-2023 16:14,Indian Penal Code 180 - 243;
216,MAHARASHTRA,THANE CITY,BHOIWADA,2023,17,24-01-2023 21:05,Indian Penal Code 180 - 373;
217,MAHARASHTRA,THANE CITY,BHOIWADA,2023,16,18-01-2023 20:36,Indian Penal Code 180 - 243;
218,MAHARASHTRA,THANE CITY,BHOIWADA,2023,15,17-01-2023 19:45,Indian Penal Code 180 - 373;
219,MAHARASHTRA,THANE CITY,BHOIWADA,2023,14,17-01-2023 19:09,Indian Penal Code 180 - 243;
220,MAHARASHTRA,THANE CITY,BHOIWADA,2023,13,17-01-2023 15:49,Indian Penal Code 180 - 379;
221,MAHARASHTRA,THANE CITY,BHOIWADA,2023,12,14-01-2023 21:12,"Indian Penal Code 180 - 18,290,291;"
222,MAHARASHTRA,THANE CITY,BHOIWADA,2023,11,12-01-2023 13:34,"Indian Penal Code 180 - 304 -A; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
223,MAHARASHTRA,THANE CITY,BHOIWADA,2023,10,11-01-2023 00:09,"Indian Penal Code 180 - 323,326,34,507;"
224,MAHARASHTRA,THANE CITY,BHOIWADA,2023,9,10-01-2023 22:50,"Indian Penal Code 180 - 323,326,34,507;"
225,MAHARASHTRA,THANE CITY,BHOIWADA,2023,7,09-01-2023 22:58,"Indian Penal Code 180 - 323,326,34,507;"
226,MAHARASHTRA,THANE CITY,BHOIWADA,2023,6,07-01-2023 19:40,Indian Penal Code 180 - 373;
227,MAHARASHTRA,THANE CITY,BHOIWADA,2023,5,07-01-2023 02:47,"Indian Penal Code 180 - 324,507;"
228,MAHARASHTRA,THANE CITY,BHOIWADA,2023,4,07-01-2023 02:30,"Indian Penal Code 180 - 323,326,34,507;"
229,MAHARASHTRA,THANE CITY,BHOIWADA,2023,3,06-01-2023 19:46,Indian Penal Code 180 - 373;
230,MAHARASHTRA,THANE CITY,BHOIWADA,2023,2,04-01-2023 12:51,Indian Penal Code 180 - 379;
231,MAHARASHTRA,THANE CITY,BHOIWADA,2023,1,02-01-2023 15:42,Indian Penal Code 180 - 306;
232,MAHARASHTRA,THANE CITY,CENTRAL,2023,75,01-02-2023 22:34,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
233,MAHARASHTRA,THANE CITY,CENTRAL,2023,74,01-02-2023 22:03,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
234,MAHARASHTRA,THANE CITY,CENTRAL,2023,73,01-02-2023 13:43,Indian Penal Code 180 - 243;
235,MAHARASHTRA,THANE CITY,CENTRAL,2023,72,01-02-2023 13:01,Indian Penal Code 180 - 243;
236,MAHARASHTRA,THANE CITY,CENTRAL,2023,71,31-01-2023 15:12,Indian Penal Code 180 - 243;
237,MAHARASHTRA,THANE CITY,CENTRAL,2023,70,31-01-2023 13:30,Indian Penal Code 180 - 243;
238,MAHARASHTRA,THANE CITY,CENTRAL,2023,69,31-01-2023 13:13,Indian Penal Code 180 - 243;
239,MAHARASHTRA,THANE CITY,CENTRAL,2023,68,30-01-2023 22:03,"Indian Penal Code 180 - 370,656;"
240,MAHARASHTRA,THANE CITY,CENTRAL,2023,67,30-01-2023 18:31,Indian Penal Code 180 - 373;
241,MAHARASHTRA,THANE CITY,CENTRAL,2023,65,29-01-2023 00:47,"Copy Rights Act, 1956 (improved act 1979 Aani 1949) - 51,63; Indian Penal Code 170 - 620; Business System Act 1999 - 103;"
242,MAHARASHTRA,THANE CITY,CENTRAL,2023,64,26-01-2023 00:51,Indian Penal Code 180 - 379;
243,MAHARASHTRA,THANE CITY,CENTRAL,2023,63,25-01-2023 19:39,Indian Penal Code 180 - 379;
244,MAHARASHTRA,THANE CITY,CENTRAL,2023,62,25-01-2023 15:33,"Indian Penal Code 180 - 37,392,507;"
245,MAHARASHTRA,THANE CITY,CENTRAL,2023,61,25-01-2023 00:35,"Maharashtra Darubandi Act, 1979 - 65 (E);"
246,MAHARASHTRA,THANE CITY,CENTRAL,2023,60,24-01-2023 19:41,Indian Penal Code 180 - 243;
247,MAHARASHTRA,THANE CITY,CENTRAL,2023,59,24-01-2023 19:30,Indian Penal Code 180 - 243;
248,MAHARASHTRA,THANE CITY,CENTRAL,2023,58,24-01-2023 18:49,Indian Penal Code 180 - 243;
249,MAHARASHTRA,THANE CITY,CENTRAL,2023,57,22-01-2023 08:59,Indian Penal Code 180 - 360;
250,MAHARASHTRA,THANE CITY,CENTRAL,2023,56,22-01-2023 00:13,"Indian Penal Code 180 - 249, 337,337; Maharashtra Motar Vehicle Rules, 1989 - 134A, 184;"
251,MAHARASHTRA,THANE CITY,CENTRAL,2023,55,21-01-2023 16:00,Indian Penal Code 180 - 243;
252,MAHARASHTRA,THANE CITY,CENTRAL,2023,54,21-01-2023 13:27,Indian Penal Code 180 - 243;
253,MAHARASHTRA,THANE CITY,CENTRAL,2023,53,21-01-2023 13:11,Indian Penal Code 180 - 243;
254,MAHARASHTRA,THANE CITY,CENTRAL,2023,52,21-01-2023 12:38,Indian Penal Code 180 - 360;
255,MAHARASHTRA,THANE CITY,CENTRAL,2023,51,20-01-2023 17:22,Indian Penal Code 180 - 243;
256,MAHARASHTRA,THANE CITY,CENTRAL,2023,50,20-01-2023 15:32,Indian Penal Code 180 - 243;
257,MAHARASHTRA,THANE CITY,CENTRAL,2023,49,20-01-2023 15:03,"Indian Penal Code 170 - 14; Maharashtra Darubandi Act, 1979 - 85;"
258,MAHARASHTRA,THANE CITY,CENTRAL,2023,48,20-01-2023 12:28,Indian Penal Code 180 - 243;
259,MAHARASHTRA,THANE CITY,CENTRAL,2023,47,19-01-2023 20:44,Indian Penal Code 180 - 379;
260,MAHARASHTRA,THANE CITY,CENTRAL,2023,46,18-01-2023 01:40,"Indian Penal Code 180 - 370, 656,656;"
261,MAHARASHTRA,THANE CITY,CENTRAL,2023,45,17-01-2023 17:31,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
262,MAHARASHTRA,THANE CITY,CENTRAL,2023,44,17-01-2023 17:16,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
263,MAHARASHTRA,THANE CITY,CENTRAL,2023,43,17-01-2023 16:51,Indian Penal Code 180 - 243;
264,MAHARASHTRA,THANE CITY,CENTRAL,2023,42,17-01-2023 16:04,Indian Penal Code 180 - 379;
265,MAHARASHTRA,THANE CITY,CENTRAL,2023,41,17-01-2023 15:11,Indian Penal Code 180 - 243;
266,MAHARASHTRA,THANE CITY,CENTRAL,2023,40,17-01-2023 13:42,Indian Penal Code 180 - 243;
267,MAHARASHTRA,THANE CITY,CENTRAL,2023,39,16-01-2023 14:55,Indian Penal Code 180 - 243;
268,MAHARASHTRA,THANE CITY,CENTRAL,2023,38,16-01-2023 13:22,Indian Penal Code 180 - 243;
269,MAHARASHTRA,THANE CITY,CENTRAL,2023,37,16-01-2023 13:04,Indian Penal Code 180 - 243;
270,MAHARASHTRA,THANE CITY,CENTRAL,2023,36,16-01-2023 04:55,"Indian Penal Code 180 - 323,326,34; Maharashtra Police Act, 1951 - 135,37 (1);"
271,MAHARASHTRA,THANE CITY,CENTRAL,2023,35,16-01-2023 01:51,Indian Penal Code 180 - 373;
272,MAHARASHTRA,THANE CITY,CENTRAL,2023,34,15-01-2023 19:25,"Indian Penal Code 180 - 120 -B, 37,37,626,506 (2); Maharashtra Police Act, 1951 - 135,37 (1);"
273,MAHARASHTRA,THANE CITY,CENTRAL,2023,33,14-01-2023 09:37,"Indian Penal Code 180 - 37,392,507;"
274,MAHARASHTRA,THANE CITY,CENTRAL,2023,31,13-01-2023 18:47,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
275,MAHARASHTRA,THANE CITY,CENTRAL,2023,30,12-01-2023 22:46,"Indian Penal Code 180 - 620, 65,661;"
276,MAHARASHTRA,THANE CITY,CENTRAL,2023,29,12-01-2023 19:44,Indian Penal Code 180 - 379;
277,MAHARASHTRA,THANE CITY,CENTRAL,2023,28,12-01-2023 01:40,"Copy Rights Act, 1956 (improved act 1979 Aani 1949) - 51,63; Indian Penal Code 170 - 620; Business System Act 1999 - 103;"
278,MAHARASHTRA,THANE CITY,CENTRAL,2023,27,10-01-2023 22:03,Indian Penal Code 180 - 379;
279,MAHARASHTRA,THANE CITY,CENTRAL,2023,26,10-01-2023 20:14,Indian Penal Code 180 - 243;
280,MAHARASHTRA,THANE CITY,CENTRAL,2023,25,10-01-2023 16:44,Indian Penal Code 180 - 243;
281,MAHARASHTRA,THANE CITY,CENTRAL,2023,24,10-01-2023 13:44,Indian Penal Code 180 - 243;
282,MAHARASHTRA,THANE CITY,CENTRAL,2023,23,09-01-2023 18:47,"Indian Penal Code 180 - 323,326,34; Maharashtra Police Act, 1951 - 135,37 (1);"
283,MAHARASHTRA,THANE CITY,CENTRAL,2023,22,09-01-2023 17:11,Indian Penal Code 180 - 243;
284,MAHARASHTRA,THANE CITY,CENTRAL,2023,21,09-01-2023 16:38,Indian Penal Code 180 - 243;
285,MAHARASHTRA,THANE CITY,CENTRAL,2023,20,09-01-2023 14:53,"Mahiti Tantra Gyan Act, 2000 - 66 (c), 6 (E);"
286,MAHARASHTRA,THANE CITY,CENTRAL,2023,19,09-01-2023 13:54,"Indian Penal Code 180 - 37,620,65,68,61,62,65;"
287,MAHARASHTRA,THANE CITY,CENTRAL,2023,18,09-01-2023 12:35,Indian Penal Code 180 - 243;
288,MAHARASHTRA,THANE CITY,CENTRAL,2023,17,08-01-2023 15:44,Indian Penal Code 180 - 379;
289,MAHARASHTRA,THANE CITY,CENTRAL,2023,16,08-01-2023 14:52,"Indian Penal Code 180 - 323,498 -A, 507,507;"
290,MAHARASHTRA,THANE CITY,CENTRAL,2023,15,07-01-2023 20:39,"Indian Penal Code 180 - 37,507,507; Scheduled Circumstantial Scheduled Jamaati (Atrocities Restraint) Act, 1979 - 3 (1) (C), 3 (1), 3 (1), 3 (1) (s), 3 (1) (U), 3 (1), (1), ( Y), 3 (1) (z);"
291,MAHARASHTRA,THANE CITY,CENTRAL,2023,14,07-01-2023 17:49,"Indian Penal Code 180 - 370,656;"
292,MAHARASHTRA,THANE CITY,CENTRAL,2023,13,06-01-2023 21:11,"Indian Penal Code 180 - 323,498 -A, 507;"
293,MAHARASHTRA,THANE CITY,CENTRAL,2023,12,05-01-2023 21:45,"Maharashtra Darubandi Act, 1979 - 65 (E);"
294,MAHARASHTRA,THANE CITY,CENTRAL,2023,11,05-01-2023 17:56,Indian Penal Code 180 - 379;
295,MAHARASHTRA,THANE CITY,CENTRAL,2023,10,04-01-2023 23:42,"Indian Penal Code 180 - 180,37,620;"
296,MAHARASHTRA,THANE CITY,CENTRAL,2023,9,04-01-2023 18:28,Indian Penal Code 180 - 379;
297,MAHARASHTRA,THANE CITY,CENTRAL,2023,8,04-01-2023 17:10,"Maharashtra Darubandi Act, 1979 - 65 (E);"
298,MAHARASHTRA,THANE CITY,CENTRAL,2023,7,04-01-2023 05:24,"Indian Penal Code 180 - 242,263,269, 326;"
299,MAHARASHTRA,THANE CITY,CENTRAL,2023,6,03-01-2023 20:29,Indian Penal Code 180 - 243;
300,MAHARASHTRA,THANE CITY,CENTRAL,2023,5,03-01-2023 20:16,Indian Penal Code 180 - 243;
301,MAHARASHTRA,THANE CITY,CENTRAL,2023,4,03-01-2023 20:01,Indian Penal Code 180 - 243;
302,MAHARASHTRA,THANE CITY,CENTRAL,2023,3,03-01-2023 12:44,Indian Penal Code 180 - 379;
303,MAHARASHTRA,THANE CITY,CENTRAL,2023,2,03-01-2023 12:09,"Indian Penal Code 180 - 370, 657,511;"
304,MAHARASHTRA,THANE CITY,CENTRAL,2023,1,01-01-2023 05:13,"Indian Penal Code 180 - 370, 656,656;"
305,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,27,31-01-2023 13:38,Indian Penal Code 180 - 379;
306,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,26,30-01-2023 06:48,"Indian Penal Code 180 - 299,36;"
307,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,24,29-01-2023 12:41,"Indian Penal Code 180 - 323,326,507,507;"
308,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,23,26-01-2023 10:03,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184,187;"
309,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,21,25-01-2023 16:43,"Indian Penal Code 180 - 37,392;"
310,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,20,24-01-2023 22:53,"Indian Penal Code 180 - 37,392,507;"
311,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,19,24-01-2023 09:37,"Gungikar drug deeds and psychologists results, 1975 - 29,22 (a), 8 (c);"
312,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,18,23-01-2023 20:13,"Indian Penal Code 180 - 37,489 -A, 607,507,507;"
313,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,17,20-01-2023 00:20,"Indian Penal Code 180 - 249, 337; Motar Vehicle Act, 1956 - 187;"
314,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,16,19-01-2023 04:52,"Indian Penal Code 180 - 37,360 (2), 370 (3); Immunity (Restriction) Act, 1959 - 4,5,6,7;"
315,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,15,18-01-2023 14:21,Indian Penal Code 180 - 379;
316,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,14,16-01-2023 13:56,"Indian Penal Code 170 - 620; Mahiti Tantra Gyan Act, 2000 - 66 (c), 6 (E);"
317,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,13,15-01-2023 23:59,Indian Penal Code 180 - 379;
318,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,12,12-01-2023 18:55,"Indian Penal Code 180 - 37,619, 620; Mahiti Tantra Gyan (Reform) Act 2007 - 66D;"
319,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,11,12-01-2023 17:01,Indian Penal Code 180 - 379;
320,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,10,12-01-2023 16:02,"Indian Penal Code 180 - 37,620;"
321,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,9,10-01-2023 13:18,"Establishment Act, 1959 - 25,4; Indian Penal Code 180 - 120 -B, 307,39,399;"
322,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,7,08-01-2023 13:16,"Indian Penal Code 180 - 719, 620; Mahiti Tantra Gyan Act, 2000 - 43,6 (E);"
323,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,6,07-01-2023 05:51,"Maharashtra Police Act, 1951 - 131,33 (w); Cigarete molecules other tambakhu products (Vishwasi Ban Banage Business and Commerce Behavior Productions, Puravatha and Distribution Production Regulation) Act, 2003 - 21A, 4A;"
324,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,5,07-01-2023 01:59,"Indian Penal Code 180 - 37,379;"
325,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,4,07-01-2023 01:32,"Indian Penal Code 180 - 37,379, 624;"
326,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,3,05-01-2023 14:08,"Indian Penal Code 180 - 373,511;"
327,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,2,05-01-2023 03:30,"Indian Penal Code 180 - 324,34;"
328,MAHARASHTRA,THANE CITY,CHITALSAR MANPADA POLICE STATION,2023,1,05-01-2023 00:29,"Indian Penal Code 180 - 37,399;"
329,MAHARASHTRA,THANE CITY,DAIGHAR,2023,47,31-01-2023 20:48,"Indian Penal Code 180 - 245,337,626;"
330,MAHARASHTRA,THANE CITY,DAIGHAR,2023,46,31-01-2023 16:59,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 184;"
331,MAHARASHTRA,THANE CITY,DAIGHAR,2023,45,30-01-2023 00:39,"Indian Penal Code 180 - 326,507,507;"
332,MAHARASHTRA,THANE CITY,DAIGHAR,2023,44,29-01-2023 21:03,"The Indian Penal Code 180 - 249, 337,337,626; Motor Vehicle Act, 1979 - 184;"
333,MAHARASHTRA,THANE CITY,DAIGHAR,2023,43,28-01-2023 22:04,"Indian Penal Code 180 - 325,626,507;"
334,MAHARASHTRA,THANE CITY,DAIGHAR,2023,42,28-01-2023 02:02,"Indian Penal Code 180 - 249, 337,337; Maharashtra Motar Vehicle Rules, 1989 - 134A, 184;"
335,MAHARASHTRA,THANE CITY,DAIGHAR,2023,41,27-01-2023 18:54,"Indian Penal Code 180 - 323,325,341,507;"
336,MAHARASHTRA,THANE CITY,DAIGHAR,2023,40,25-01-2023 16:40,"Indian Penal Code 180 - 323,325,507,507;"
337,MAHARASHTRA,THANE CITY,DAIGHAR,2023,38,23-01-2023 02:07,"Indian Penal Code 180 - 332,37,353,507,507;"
338,MAHARASHTRA,THANE CITY,DAIGHAR,2023,37,22-01-2023 23:52,Indian Penal Code 180 - 373;
339,MAHARASHTRA,THANE CITY,DAIGHAR,2023,36,22-01-2023 21:18,"Indian Penal Code 180 - 323,326,507,507;"
340,MAHARASHTRA,THANE CITY,DAIGHAR,2023,35,22-01-2023 12:23,Indian Penal Code 180 - 379;
341,MAHARASHTRA,THANE CITY,DAIGHAR,2023,34,21-01-2023 23:13,Maharashtra Territorial Planning Municipalities Act 1979 - 52;
342,MAHARASHTRA,THANE CITY,DAIGHAR,2023,33,21-01-2023 12:50,Maharashtra Territorial Planning Municipalities Act 1979 - 52;
343,MAHARASHTRA,THANE CITY,DAIGHAR,2023,32,21-01-2023 07:44,"Indian Penal Code 180 - 37,392;"
344,MAHARASHTRA,THANE CITY,DAIGHAR,2023,31,20-01-2023 19:26,"Indian Penal Code 180 - 324,326,34,341,507; Scheduled Circumstantial Scheduled Jamaati (Atrocities Restraint) Act, 1979 - 3 (1) (G), 3 (1), 3 (1), 3 (1) (s);"
345,MAHARASHTRA,THANE CITY,DAIGHAR,2023,29,20-01-2023 01:06,"Indian Penal Code 180 - 249, 337,626; Motar Vehicle Act, 1956 - 184;"
346,MAHARASHTRA,THANE CITY,DAIGHAR,2023,28,19-01-2023 20:34,"Indian Penal Code 180 - 325,37,626,507,507;"
347,MAHARASHTRA,THANE CITY,DAIGHAR,2023,27,19-01-2023 20:16,"Indian Penal Code 180 - 37,607,620;"
348,MAHARASHTRA,THANE CITY,DAIGHAR,2023,25,17-01-2023 02:06,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
349,MAHARASHTRA,THANE CITY,DAIGHAR,2023,24,13-01-2023 02:37,"Indian Penal Code 180 - 379, 624;"
350,MAHARASHTRA,THANE CITY,DAIGHAR,2023,23,11-01-2023 22:51,Indian Penal Code 180 - 373;
351,MAHARASHTRA,THANE CITY,DAIGHAR,2023,22,11-01-2023 17:49,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
352,MAHARASHTRA,THANE CITY,DAIGHAR,2023,21,11-01-2023 17:29,Indian Penal Code 180 - 379;
353,MAHARASHTRA,THANE CITY,DAIGHAR,2023,20,11-01-2023 16:17,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
354,MAHARASHTRA,THANE CITY,DAIGHAR,2023,19,10-01-2023 20:58,"Indian Penal Code 180 - 719, 620; Mahiti Tantra Gyan Act, 2000 - 66 (c);"
355,MAHARASHTRA,THANE CITY,DAIGHAR,2023,18,10-01-2023 16:08,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
356,MAHARASHTRA,THANE CITY,DAIGHAR,2023,17,09-01-2023 21:04,Indian Penal Code 180 - 373;
357,MAHARASHTRA,THANE CITY,DAIGHAR,2023,16,09-01-2023 21:03,Indian Penal Code 180 - 373;
358,MAHARASHTRA,THANE CITY,DAIGHAR,2023,15,09-01-2023 00:43,Indian Penal Code 180 - 373;
359,MAHARASHTRA,THANE CITY,DAIGHAR,2023,14,08-01-2023 17:41,"Indian Penal Code 180 - 249, 304- A, 337; Motor Vehicle Act, 1979 - 134 (a), 134 (b);"
360,MAHARASHTRA,THANE CITY,DAIGHAR,2023,13,08-01-2023 12:55,Indian Penal Code 180 - 379;
361,MAHARASHTRA,THANE CITY,DAIGHAR,2023,12,07-01-2023 09:54,"Indian Penal Code 180 - 323,326,34,507;"
362,MAHARASHTRA,THANE CITY,DAIGHAR,2023,11,07-01-2023 09:24,"Indian Penal Code 180 - 323,326,34,507;"
363,MAHARASHTRA,THANE CITY,DAIGHAR,2023,10,07-01-2023 04:07,"Indian Penal Code 180 - 37,370,656;"
364,MAHARASHTRA,THANE CITY,DAIGHAR,2023,9,06-01-2023 18:03,"Indian Penal Code 180 - 37,379;"
365,MAHARASHTRA,THANE CITY,DAIGHAR,2023,8,05-01-2023 23:53,"Indian Penal Code 180 - 323,326,507;"
366,MAHARASHTRA,THANE CITY,DAIGHAR,2023,7,04-01-2023 22:30,"Indian Penal Code 180 - 183,16,16,149, 324,4,507,507,511;"
367,MAHARASHTRA,THANE CITY,DAIGHAR,2023,6,04-01-2023 21:37,"Indian Penal Code 180 - 323,326,498 -A, 506 (2), 507;"
368,MAHARASHTRA,THANE CITY,DAIGHAR,2023,5,03-01-2023 23:25,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
369,MAHARASHTRA,THANE CITY,DAIGHAR,2023,4,03-01-2023 18:55,"Indian Penal Code 180 - 249, 304- A, 337,337; Motar Vehicle Act, 1956 - 134,134B, 184;"
370,MAHARASHTRA,THANE CITY,DAIGHAR,2023,3,03-01-2023 15:33,"Indian Penal Code 180 - 37,392;"
371,MAHARASHTRA,THANE CITY,DAIGHAR,2023,2,02-01-2023 15:20,"Maharashtra Darubandi Act, 1979 - 65 (f);"
372,MAHARASHTRA,THANE CITY,DAIGHAR,2023,1,01-01-2023 19:38,"Establishment Act, 1959 - 25,4,7; Indian Penal Code 180 - 506 (2), 507; Maharashtra Police Act, 1951 - 135,37 (1) (C);"
373,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,50,01-02-2023 00:42,"Indian Penal Code 180 - 37,620;"
374,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,49,31-01-2023 22:28,"Indian Penal Code 180 - 299,36; Maharashtra Police Act, 1951 - 110,117;"
375,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,48,31-01-2023 18:06,"Indian Penal Code 180 - 324,34,507;"
376,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,47,30-01-2023 21:57,Indian Penal Code 180 - 360;
377,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,46,29-01-2023 21:43,"Indian Penal Code 180 - 313,498 -A;"
378,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,45,28-01-2023 14:11,Indian Penal Code 180 - 243;
379,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,44,28-01-2023 13:55,Indian Penal Code 180 - 243;
380,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,43,28-01-2023 12:46,Indian Penal Code 180 - 243;
381,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,42,27-01-2023 16:13,"Indian Penal Code 180 - 37,341,507;"
382,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,41,26-01-2023 21:04,Indian Penal Code 180 - 243;
383,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,40,26-01-2023 20:44,Indian Penal Code 180 - 243;
384,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,39,26-01-2023 00:02,Indian Penal Code 180 - 379;
385,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,38,25-01-2023 01:17,Gungikar drug deeds and psychiatrics
386,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,37,24-01-2023 23:38,"Maharashtra Police Act, 1951 - 142;"
387,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,35,20-01-2023 21:00,Indian Penal Code 180 - 379;
388,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,34,19-01-2023 17:14,Indian Penal Code 180 - 379;
389,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,33,17-01-2023 19:56,"Indian Penal Code 180 - 323,326,34,507;"
390,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,32,17-01-2023 18:08,Indian Penal Code 180 - 360;
391,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,31,16-01-2023 13:13,"Maharashtra Malmatta Miles Restrictions Act 195 - 3,7;"
392,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,30,15-01-2023 22:47,"Indian Penal Code 180 - 324,507,507;"
393,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,29,15-01-2023 21:47,"Indian Penal Code 180 - 324,34,507;"
394,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,28,15-01-2023 18:16,Indian Penal Code 180 - 379;
395,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,27,13-01-2023 20:30,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
396,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,26,12-01-2023 20:59,Mahiti Tantra Gyan (Reform) Act 2007 - 66D;
397,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,25,12-01-2023 19:25,"Indian Penal Code 180 - 498 -A, 507;"
398,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,24,12-01-2023 17:47,Indian Penal Code 180 - 379;
399,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,23,12-01-2023 17:16,"Maharashtra Malmatta Miles Restrictions Act 195 - 3,7;"
400,MAHARASHTRA,THANE CITY,DOMBIVALI POLICE STATION,2023,22,12-01-2023 16:59,"Maharashtra Malmatta Miles Restrictions Act 195 - 3,7;"
